SignatureId	TargetGene	CGSID	CellLine	Time	is_exemplar
LINCSKD_5768	OR10Z1	CGS001-128368	A549	96 h	1
LINCSKD_5769	OR52B2	CGS001-255725	A549	96 h	1
LINCSKD_5770	OR5W2	CGS001-390148	A549	96 h	1
LINCSKD_5771	ORC1	CGS001-4998	A549	96 h	1
LINCSKD_5772	ORM1	CGS001-5004	A549	96 h	1
LINCSKD_5773	ORMDL3	CGS001-94103	A549	96 h	1
LINCSKD_5774	OSGEP	CGS001-55644	A549	96 h	1
LINCSKD_5775	OSMR	CGS001-9180	A549	96 h	1
LINCSKD_5776	OSR1	CGS001-130497	A549	96 h	1
LINCSKD_5777	OSR2	CGS001-116039	A549	96 h	1
LINCSKD_5778	OTUD3	CGS001-23252	A549	96 h	1
LINCSKD_5779	OTUD7A	CGS001-161725	A549	96 h	1
LINCSKD_5780	OTX1	CGS001-5013	A549	96 h	1
LINCSKD_5781	OTX2	CGS001-5015	A549	96 h	1
LINCSKD_5782	OVCA2	CGS001-124641	A549	96 h	1
LINCSKD_5783	OVOL2	CGS001-58495	A549	96 h	1
LINCSKD_5784	OXA1L	CGS001-5018	A549	96 h	1
LINCSKD_5785	OXCT1	CGS001-5019	A549	96 h	1
LINCSKD_5786	OXER1	CGS001-165140	A549	96 h	1
LINCSKD_5787	OXGR1	CGS001-27199	A549	96 h	1
LINCSKD_5788	OXSR1	CGS001-9943	A549	96 h	1
LINCSKD_5789	OXTR	CGS001-5021	A549	96 h	1
LINCSKD_5790	P2RX4	CGS001-5025	A549	96 h	1
LINCSKD_5791	P2RY12	CGS001-64805	A549	96 h	1
LINCSKD_5792	P2RY2	CGS001-5029	A549	96 h	1
LINCSKD_5793	P2RY6	CGS001-5031	A549	96 h	1
LINCSKD_5794	P2RY8	CGS001-286530	A549	96 h	1
LINCSKD_5795	P4HA1	CGS001-5033	A549	96 h	1
LINCSKD_5796	P4HA2	CGS001-8974	A549	96 h	1
LINCSKD_5797	P4HB	CGS001-5034	A549	96 h	1
LINCSKD_5798	P4HTM	CGS001-54681	A549	96 h	1
LINCSKD_5799	PA2G4	CGS001-5036	A549	96 h	1
LINCSKD_5800	PABPC1	CGS001-26986	A549	96 h	1
LINCSKD_5801	PACSIN3	CGS001-29763	A549	96 h	1
LINCSKD_5802	PAF1	CGS001-54623	A549	96 h	1
LINCSKD_5803	PAFAH1B1	CGS001-5048	A549	96 h	1
LINCSKD_5804	PAFAH1B2	CGS001-5049	A549	96 h	1
LINCSKD_5805	PAFAH1B3	CGS001-5050	A549	96 h	1
LINCSKD_5806	PAH	CGS001-5053	A549	96 h	1
LINCSKD_5807	PAICS	CGS001-10606	A549	96 h	1
LINCSKD_5808	PAK1	CGS001-5058	A549	96 h	1
LINCSKD_5809	PAK2	CGS001-5062	A549	96 h	1
LINCSKD_5810	PAK3	CGS001-5063	A549	96 h	1
LINCSKD_5811	PAK4	CGS001-10298	A549	96 h	1
LINCSKD_5812	PAM	CGS001-5066	A549	96 h	1
LINCSKD_5813	PAN2	CGS001-9924	A549	96 h	1
LINCSKD_5814	PANK2	CGS001-80025	A549	96 h	1
LINCSKD_5815	PANK4	CGS001-55229	A549	96 h	1
LINCSKD_5816	PAPD7	CGS001-11044	A549	96 h	1
LINCSKD_5817	PAPOLA	CGS001-10914	A549	96 h	1
LINCSKD_5818	PAPSS1	CGS001-9061	A549	96 h	1
LINCSKD_5819	PAQR7	CGS001-164091	A549	96 h	1
LINCSKD_5820	PAQR8	CGS001-85315	A549	96 h	1
LINCSKD_5821	PARG	CGS001-8505	A549	96 h	1
LINCSKD_5822	PARK7	CGS001-11315	A549	96 h	1
LINCSKD_5823	PARL	CGS001-55486	A549	96 h	1
LINCSKD_5824	PARN	CGS001-5073	A549	96 h	1
LINCSKD_5825	PARP10	CGS001-84875	A549	96 h	1
LINCSKD_5826	PARP1	CGS001-142	A549	96 h	1
LINCSKD_5827	PARP2	CGS001-10038	A549	96 h	1
LINCSKD_5828	PARP4	CGS001-143	A549	96 h	1
LINCSKD_5829	PASD1	CGS001-139135	A549	96 h	1
LINCSKD_5830	PAX6	CGS001-5080	A549	96 h	1
LINCSKD_5831	PAX8	CGS001-7849	A549	96 h	1
LINCSKD_5832	PBRM1	CGS001-55193	A549	96 h	1
LINCSKD_5833	PBX1	CGS001-5087	A549	96 h	1
LINCSKD_5834	PBX4	CGS001-80714	A549	96 h	1
LINCSKD_5835	PBXIP1	CGS001-57326	A549	96 h	1
LINCSKD_5836	PC	CGS001-5091	A549	96 h	1
LINCSKD_5837	PCBD1	CGS001-5092	A549	96 h	1
LINCSKD_5838	PCCB	CGS001-5096	A549	96 h	1
LINCSKD_5839	PCDH15	CGS001-65217	A549	96 h	1
LINCSKD_5840	PCDHA10	CGS001-56139	A549	96 h	1
LINCSKD_5841	PCGF1	CGS001-84759	A549	96 h	1
LINCSKD_5842	PCGF2	CGS001-7703	A549	96 h	1
LINCSKD_5843	PCGF3	CGS001-10336	A549	96 h	1
LINCSKD_5844	PCGF5	CGS001-84333	A549	96 h	1
LINCSKD_5845	PCGF6	CGS001-84108	A549	96 h	1
LINCSKD_5846	PCK1	CGS001-5105	A549	96 h	1
LINCSKD_5847	PCK2	CGS001-5106	A549	96 h	1
LINCSKD_5848	PCM1	CGS001-5108	A549	96 h	1
LINCSKD_5849	PCMT1	CGS001-5110	A549	96 h	1
LINCSKD_5850	PDAP1	CGS001-11333	A549	96 h	1
LINCSKD_5851	PDCD2	CGS001-5134	A549	96 h	1
LINCSKD_5852	PDGFRA	CGS001-5156	A549	96 h	1
LINCSKD_5853	PDGFRB	CGS001-5159	A549	96 h	1
LINCSKD_5854	PDHA1	CGS001-5160	A549	96 h	1
LINCSKD_5855	PDHB	CGS001-5162	A549	96 h	1
LINCSKD_5856	PDHX	CGS001-8050	A549	96 h	1
LINCSKD_5857	PDIA4	CGS001-9601	A549	96 h	1
LINCSKD_5858	PDIA5	CGS001-10954	A549	96 h	1
LINCSKD_5859	PDK1	CGS001-5163	A549	96 h	1
LINCSKD_5860	PDK2	CGS001-5164	A549	96 h	1
LINCSKD_5861	PDLIM1	CGS001-9124	A549	96 h	1
LINCSKD_5862	PDLIM4	CGS001-8572	A549	96 h	1
LINCSKD_5863	PDPK1	CGS001-5170	A549	96 h	1
LINCSKD_5864	PDS5A	CGS001-23244	A549	96 h	1
LINCSKD_5865	PDS5B	CGS001-23047	A549	96 h	1
LINCSKD_5866	PDX1	CGS001-3651	A549	96 h	1
LINCSKD_5867	PDXP	CGS001-57026	A549	96 h	1
LINCSKD_5868	PEBP1	CGS001-5037	A549	96 h	1
LINCSKD_5869	PECR	CGS001-55825	A549	96 h	1
LINCSKD_5870	PEMT	CGS001-10400	A549	96 h	1
LINCSKD_5871	PEPD	CGS001-5184	A549	96 h	1
LINCSKD_5872	PER2	CGS001-8864	A549	96 h	1
LINCSKD_5873	PET112	CGS001-5188	A549	96 h	1
LINCSKD_5874	PEX11A	CGS001-8800	A549	96 h	1
LINCSKD_5875	PEX12	CGS001-5193	A549	96 h	1
LINCSKD_5876	PEX13	CGS001-5194	A549	96 h	1
LINCSKD_5877	PEX19	CGS001-5824	A549	96 h	1
LINCSKD_5878	PFAS	CGS001-5198	A549	96 h	1
LINCSKD_5879	PFDN2	CGS001-5202	A549	96 h	1
LINCSKD_5880	PFKFB3	CGS001-5209	A549	96 h	1
LINCSKD_5881	PFKL	CGS001-5211	A549	96 h	1
LINCSKD_5882	PFN2	CGS001-5217	A549	96 h	1
LINCSKD_5883	PGAM1	CGS001-5223	A549	96 h	1
LINCSKD_5884	PGBD1	CGS001-84547	A549	96 h	1
LINCSKD_5885	PGD	CGS001-5226	A549	96 h	1
LINCSKD_5886	PGF	CGS001-5228	A549	96 h	1
LINCSKD_5887	PGK1	CGS001-5230	A549	96 h	1
LINCSKD_5888	PGM1	CGS001-5236	A549	96 h	1
LINCSKD_5889	PGRMC1	CGS001-10857	A549	96 h	1
LINCSKD_5890	PHACTR1	CGS001-221692	A549	96 h	1
LINCSKD_5891	PHB	CGS001-5245	A549	96 h	1
LINCSKD_5892	PHF10	CGS001-55274	A549	96 h	1
LINCSKD_5893	PHF1	CGS001-5252	A549	96 h	1
LINCSKD_5894	PHF11	CGS001-51131	A549	96 h	1
LINCSKD_5895	PHF13	CGS001-148479	A549	96 h	1
LINCSKD_5896	PHF15	CGS001-23338	A549	96 h	1
LINCSKD_5897	PHF16	CGS001-9767	A549	96 h	1
LINCSKD_5898	PHF17	CGS001-79960	A549	96 h	1
LINCSKD_5899	PHF19	CGS001-26147	A549	96 h	1
LINCSKD_5900	PHF2	CGS001-5253	A549	96 h	1
LINCSKD_5901	PHF21B	CGS001-112885	A549	96 h	1
LINCSKD_5902	PHF23	CGS001-79142	A549	96 h	1
LINCSKD_5903	PHF5A	CGS001-84844	A549	96 h	1
LINCSKD_5904	PHGDH	CGS001-26227	A549	96 h	1
LINCSKD_5905	PHKA1	CGS001-5255	A549	96 h	1
LINCSKD_5906	PHKB	CGS001-5257	A549	96 h	1
LINCSKD_5907	PHKG2	CGS001-5261	A549	96 h	1
LINCSKD_5908	PHLPP1	CGS001-23239	A549	96 h	1
LINCSKD_5909	PHRF1	CGS001-57661	A549	96 h	1
LINCSKD_5910	PHTF1	CGS001-10745	A549	96 h	1
LINCSKD_5911	PHTF2	CGS001-57157	A549	96 h	1
LINCSKD_5912	PHYH	CGS001-5264	A549	96 h	1
LINCSKD_5913	PI4K2B	CGS001-55300	A549	96 h	1
LINCSKD_5914	PI4KA	CGS001-5297	A549	96 h	1
LINCSKD_5915	PI4KAP2	CGS001-375133	A549	96 h	1
LINCSKD_5916	PIAS1	CGS001-8554	A549	96 h	1
LINCSKD_5917	PIAS2	CGS001-9063	A549	96 h	1
LINCSKD_5918	PIAS3	CGS001-10401	A549	96 h	1
LINCSKD_5919	PIAS4	CGS001-51588	A549	96 h	1
LINCSKD_5920	PIGA	CGS001-5277	A549	96 h	1
LINCSKD_5921	PIGB	CGS001-9488	A549	96 h	1
LINCSKD_5922	PIGK	CGS001-10026	A549	96 h	1
LINCSKD_5923	PIH1D1	CGS001-55011	A549	96 h	1
LINCSKD_5924	PIK3C2A	CGS001-5286	A549	96 h	1
LINCSKD_5925	PIK3C2B	CGS001-5287	A549	96 h	1
LINCSKD_5926	PIK3C3	CGS001-5289	A549	96 h	1
LINCSKD_5927	PIK3CA	CGS001-5290	A549	96 h	1
LINCSKD_5928	PIK3CB	CGS001-5291	A549	96 h	1
LINCSKD_5929	PIK3CD	CGS001-5293	A549	96 h	1
LINCSKD_5930	PIK3CG	CGS001-5294	A549	96 h	1
LINCSKD_5931	PIK3R1	CGS001-5295	A549	96 h	1
LINCSKD_5932	PIK3R3	CGS001-8503	A549	96 h	1
LINCSKD_5933	PIK3R4	CGS001-30849	A549	96 h	1
LINCSKD_5934	PIM1	CGS001-5292	A549	96 h	1
LINCSKD_5935	PIM2	CGS001-11040	A549	96 h	1
LINCSKD_5936	PIM3	CGS001-415116	A549	96 h	1
LINCSKD_5937	PIN1	CGS001-5300	A549	96 h	1
LINCSKD_5938	PIP4K2B	CGS001-8396	A549	96 h	1
LINCSKD_5939	PIP4K2C	CGS001-79837	A549	96 h	1
LINCSKD_5940	PIPOX	CGS001-51268	A549	96 h	1
LINCSKD_5941	PISD	CGS001-23761	A549	96 h	1
LINCSKD_5942	PITPNA	CGS001-5306	A549	96 h	1
LINCSKD_5943	PJA1	CGS001-64219	A549	96 h	1
LINCSKD_5944	PJA2	CGS001-9867	A549	96 h	1
LINCSKD_5945	PKD1	CGS001-5310	A549	96 h	1
LINCSKD_5946	PKIG	CGS001-11142	A549	96 h	1
LINCSKD_5947	PKM2	CGS001-5315	A549	96 h	1
LINCSKD_5948	PKN1	CGS001-5585	A549	96 h	1
LINCSKD_5949	PKN2	CGS001-5586	A549	96 h	1
LINCSKD_5950	PLA2G12A	CGS001-81579	A549	96 h	1
LINCSKD_5951	PLA2G12B	CGS001-84647	A549	96 h	1
LINCSKD_5952	PLA2G15	CGS001-23659	A549	96 h	1
LINCSKD_5953	PLA2G2A	CGS001-5320	A549	96 h	1
LINCSKD_5954	PLA2G2C	CGS001-391013	A549	96 h	1
LINCSKD_5955	PLA2G4A	CGS001-5321	A549	96 h	1
LINCSKD_5956	PLAGL1	CGS001-5325	A549	96 h	1
LINCSKD_5957	PLAT	CGS001-5327	A549	96 h	1
LINCSKD_5958	PLAU	CGS001-5328	A549	96 h	1
LINCSKD_5959	PLCB1	CGS001-23236	A549	96 h	1
LINCSKD_5960	PLCB3	CGS001-5331	A549	96 h	1
LINCSKD_5961	PLCB4	CGS001-5332	A549	96 h	1
LINCSKD_5962	PLCG1	CGS001-5335	A549	96 h	1
LINCSKD_5963	PLCG2	CGS001-5336	A549	96 h	1
LINCSKD_5964	PLD1	CGS001-5337	A549	96 h	1
LINCSKD_5965	PLD4	CGS001-122618	A549	96 h	1
LINCSKD_5966	PLEKHJ1	CGS001-55111	A549	96 h	1
LINCSKD_5967	PLEKHM1	CGS001-9842	A549	96 h	1
LINCSKD_5968	PLK1	CGS001-5347	A549	96 h	1
LINCSKD_5969	PLK2	CGS001-10769	A549	96 h	1
LINCSKD_5970	PLK4	CGS001-10733	A549	96 h	1
LINCSKD_5971	PLOD1	CGS001-5351	A549	96 h	1
LINCSKD_5972	PLOD2	CGS001-5352	A549	96 h	1
LINCSKD_5973	PLOD3	CGS001-8985	A549	96 h	1
LINCSKD_5974	PLP2	CGS001-5355	A549	96 h	1
LINCSKD_5975	PLS1	CGS001-5357	A549	96 h	1
LINCSKD_5976	PLSCR1	CGS001-5359	A549	96 h	1
LINCSKD_5977	PLSCR3	CGS001-57048	A549	96 h	1
LINCSKD_5978	PLXNA1	CGS001-5361	A549	96 h	1
LINCSKD_5979	PLXNA2	CGS001-5362	A549	96 h	1
LINCSKD_5980	PMAIP1	CGS001-5366	A549	96 h	1
LINCSKD_5981	PMF1	CGS001-11243	A549	96 h	1
LINCSKD_5982	PML	CGS001-5371	A549	96 h	1
LINCSKD_5983	PMM2	CGS001-5373	A549	96 h	1
LINCSKD_5984	PMPCB	CGS001-9512	A549	96 h	1
LINCSKD_5985	PMS1	CGS001-5378	A549	96 h	1
LINCSKD_5986	PMS2P3	CGS001-5387	A549	96 h	1
LINCSKD_5987	PNKP	CGS001-11284	A549	96 h	1
LINCSKD_5988	PNLDC1	CGS001-154197	A549	96 h	1
LINCSKD_5989	PNN	CGS001-5411	A549	96 h	1
LINCSKD_5990	PNP	CGS001-4860	A549	96 h	1
LINCSKD_5991	PNPO	CGS001-55163	A549	96 h	1
LINCSKD_5992	PNRC1	CGS001-10957	A549	96 h	1
LINCSKD_5993	POFUT1	CGS001-23509	A549	96 h	1
LINCSKD_5994	POLA1	CGS001-5422	A549	96 h	1
LINCSKD_5995	POLA2	CGS001-23649	A549	96 h	1
LINCSKD_5996	POLB	CGS001-5423	A549	96 h	1
LINCSKD_5997	POLD4	CGS001-57804	A549	96 h	1
LINCSKD_5998	POLE2	CGS001-5427	A549	96 h	1
LINCSKD_5999	POLE3	CGS001-54107	A549	96 h	1
LINCSKD_6000	POLG	CGS001-5428	A549	96 h	1
LINCSKD_6001	POLG2	CGS001-11232	A549	96 h	1
LINCSKD_6002	POLQ	CGS001-10721	A549	96 h	1
LINCSKD_6003	POLR1A	CGS001-25885	A549	96 h	1
LINCSKD_6004	POLR1C	CGS001-9533	A549	96 h	1
LINCSKD_6005	POLR2A	CGS001-5430	A549	96 h	1
LINCSKD_6006	POLR2C	CGS001-5432	A549	96 h	1
LINCSKD_6007	POLR2D	CGS001-5433	A549	96 h	1
LINCSKD_6008	POLR2E	CGS001-5434	A549	96 h	1
LINCSKD_6009	POLR2F	CGS001-5435	A549	96 h	1
LINCSKD_6010	POLR2H	CGS001-5437	A549	96 h	1
LINCSKD_6011	POLR2I	CGS001-5438	A549	96 h	1
LINCSKD_6012	POLR2K	CGS001-5440	A549	96 h	1
LINCSKD_6013	POLR3B	CGS001-55703	A549	96 h	1
LINCSKD_6014	POLR3C	CGS001-10623	A549	96 h	1
LINCSKD_6015	POLR3D	CGS001-661	A549	96 h	1
LINCSKD_6016	POLR3E	CGS001-55718	A549	96 h	1
LINCSKD_6017	POLR3F	CGS001-10621	A549	96 h	1
LINCSKD_6018	POLR3K	CGS001-51728	A549	96 h	1
LINCSKD_6019	POLRMT	CGS001-5442	A549	96 h	1
LINCSKD_6020	PON2	CGS001-5445	A549	96 h	1
LINCSKD_6021	PON3	CGS001-5446	A549	96 h	1
LINCSKD_6022	POP4	CGS001-10775	A549	96 h	1
LINCSKD_6023	POR	CGS001-5447	A549	96 h	1
LINCSKD_6024	POT1	CGS001-25913	A549	96 h	1
LINCSKD_6025	POU2AF1	CGS001-5450	A549	96 h	1
LINCSKD_6026	POU2F1	CGS001-5451	A549	96 h	1
LINCSKD_6027	POU5F1	CGS001-5460	A549	96 h	1
LINCSKD_6028	POU5F2	CGS001-134187	A549	96 h	1
LINCSKD_6029	PPAP2A	CGS001-8611	A549	96 h	1
LINCSKD_6030	PPAP2B	CGS001-8613	A549	96 h	1
LINCSKD_6031	PPARA	CGS001-5465	A549	96 h	1
LINCSKD_6032	PPARG	CGS001-5468	A549	96 h	1
LINCSKD_6033	PPARGC1A	CGS001-10891	A549	96 h	1
LINCSKD_6034	PPARGC1B	CGS001-133522	A549	96 h	1
LINCSKD_6035	PPAT	CGS001-5471	A549	96 h	1
LINCSKD_6036	PPFIBP2	CGS001-8495	A549	96 h	1
LINCSKD_6037	PPIA	CGS001-5478	A549	96 h	1
LINCSKD_6038	PPIB	CGS001-5479	A549	96 h	1
LINCSKD_6039	PPIE	CGS001-10450	A549	96 h	1
LINCSKD_6040	PPIF	CGS001-10105	A549	96 h	1
LINCSKD_6041	PPIG	CGS001-9360	A549	96 h	1
LINCSKD_6042	PPIH	CGS001-10465	A549	96 h	1
LINCSKD_6043	PPM1B	CGS001-5495	A549	96 h	1
LINCSKD_6044	PPM1D	CGS001-8493	A549	96 h	1
LINCSKD_6045	PPM1L	CGS001-151742	A549	96 h	1
LINCSKD_6046	PPOX	CGS001-5498	A549	96 h	1
LINCSKD_6047	PPP1CA	CGS001-5499	A549	96 h	1
LINCSKD_6048	PPP1R13B	CGS001-23368	A549	96 h	1
LINCSKD_6049	PPP1R14B	CGS001-26472	A549	96 h	1
LINCSKD_6050	PPP1R8	CGS001-5511	A549	96 h	1
LINCSKD_6051	PPP2CA	CGS001-5515	A549	96 h	1
LINCSKD_6052	PPP2CB	CGS001-5516	A549	96 h	1
LINCSKD_6053	PPP2R1A	CGS001-5518	A549	96 h	1
LINCSKD_6054	PPP2R2C	CGS001-5522	A549	96 h	1
LINCSKD_6055	PPP2R3A	CGS001-5523	A549	96 h	1
LINCSKD_6056	PPP2R3C	CGS001-55012	A549	96 h	1
LINCSKD_6057	PPP2R4	CGS001-5524	A549	96 h	1
LINCSKD_6058	PPP2R5A	CGS001-5525	A549	96 h	1
LINCSKD_6059	PPP2R5B	CGS001-5526	A549	96 h	1
LINCSKD_6060	PPP2R5E	CGS001-5529	A549	96 h	1
LINCSKD_6061	PPP3CA	CGS001-5530	A549	96 h	1
LINCSKD_6062	PPP3CC	CGS001-5533	A549	96 h	1
LINCSKD_6063	PPP3R1	CGS001-5534	A549	96 h	1
LINCSKD_6064	PPP3R2	CGS001-5535	A549	96 h	1
LINCSKD_6065	PPP4C	CGS001-5531	A549	96 h	1
LINCSKD_6066	PPP4R1	CGS001-9989	A549	96 h	1
LINCSKD_6067	PPT1	CGS001-5538	A549	96 h	1
LINCSKD_6068	PPT2	CGS001-9374	A549	96 h	1
LINCSKD_6069	PQBP1	CGS001-10084	A549	96 h	1
LINCSKD_6070	PRAF2	CGS001-11230	A549	96 h	1
LINCSKD_6071	PRCC	CGS001-5546	A549	96 h	1
LINCSKD_6072	PRCP	CGS001-5547	A549	96 h	1
LINCSKD_6073	PRDM1	CGS001-639	A549	96 h	1
LINCSKD_6074	PRDM4	CGS001-11108	A549	96 h	1
LINCSKD_6075	PRDM7	CGS001-11105	A549	96 h	1
LINCSKD_6076	PRDX1	CGS001-5052	A549	96 h	1
LINCSKD_6077	PRDX2	CGS001-7001	A549	96 h	1
LINCSKD_6078	PRDX5	CGS001-25824	A549	96 h	1
LINCSKD_6079	PREB	CGS001-10113	A549	96 h	1
LINCSKD_6080	PREP	CGS001-5550	A549	96 h	1
LINCSKD_6081	PRKAA1	CGS001-5562	A549	96 h	1
LINCSKD_6082	PRKAA2	CGS001-5563	A549	96 h	1
LINCSKD_6083	PRKAB1	CGS001-5564	A549	96 h	1
LINCSKD_6084	PRKAB2	CGS001-5565	A549	96 h	1
LINCSKD_6085	PRKACA	CGS001-5566	A549	96 h	1
LINCSKD_6086	PRKACB	CGS001-5567	A549	96 h	1
LINCSKD_6087	PRKAG1	CGS001-5571	A549	96 h	1
LINCSKD_6088	PRKAG2	CGS001-51422	A549	96 h	1
LINCSKD_6089	PRKAG3	CGS001-53632	A549	96 h	1
LINCSKD_6090	PRKAR1A	CGS001-5573	A549	96 h	1
LINCSKD_6091	PRKAR1B	CGS001-5575	A549	96 h	1
LINCSKD_6092	PRKAR2A	CGS001-5576	A549	96 h	1
LINCSKD_6093	PRKAR2B	CGS001-5577	A549	96 h	1
LINCSKD_6094	PRKCA	CGS001-5578	A549	96 h	1
LINCSKD_6095	PRKCB	CGS001-5579	A549	96 h	1
LINCSKD_6096	PRKCD	CGS001-5580	A549	96 h	1
LINCSKD_6097	PRKCE	CGS001-5581	A549	96 h	1
LINCSKD_6098	PRKCH	CGS001-5583	A549	96 h	1
LINCSKD_6099	PRKCI	CGS001-5584	A549	96 h	1
LINCSKD_6100	PRKCQ	CGS001-5588	A549	96 h	1
LINCSKD_6101	PRKCZ	CGS001-5590	A549	96 h	1
LINCSKD_6102	PRKD2	CGS001-25865	A549	96 h	1
LINCSKD_6103	PRKDC	CGS001-5591	A549	96 h	1
LINCSKD_6104	PRKRA	CGS001-8575	A549	96 h	1
LINCSKD_6105	PRKRIR	CGS001-5612	A549	96 h	1
LINCSKD_6106	PRKX	CGS001-5613	A549	96 h	1
LINCSKD_6107	PRLHR	CGS001-2834	A549	96 h	1
LINCSKD_6108	PRLR	CGS001-5618	A549	96 h	1
LINCSKD_6109	PRMT1	CGS001-3276	A549	96 h	1
LINCSKD_6110	PRMT2	CGS001-3275	A549	96 h	1
LINCSKD_6111	PRMT3	CGS001-10196	A549	96 h	1
LINCSKD_6112	PRNP	CGS001-5621	A549	96 h	1
LINCSKD_6113	PROC	CGS001-5624	A549	96 h	1
LINCSKD_6114	PROCR	CGS001-10544	A549	96 h	1
LINCSKD_6115	PROKR1	CGS001-10887	A549	96 h	1
LINCSKD_6116	PROKR2	CGS001-128674	A549	96 h	1
LINCSKD_6117	PROS1	CGS001-5627	A549	96 h	1
LINCSKD_6118	PROSC	CGS001-11212	A549	96 h	1
LINCSKD_6119	PROX1	CGS001-5629	A549	96 h	1
LINCSKD_6120	PRPF4	CGS001-9128	A549	96 h	1
LINCSKD_6121	PRPF4B	CGS001-8899	A549	96 h	1
LINCSKD_6122	PRPF6	CGS001-24148	A549	96 h	1
LINCSKD_6123	PRR15L	CGS001-79170	A549	96 h	1
LINCSKD_6124	PRR7	CGS001-80758	A549	96 h	1
LINCSKD_6125	PRSS2	CGS001-5645	A549	96 h	1
LINCSKD_6126	PRSS23	CGS001-11098	A549	96 h	1
LINCSKD_6127	PRSS3	CGS001-5646	A549	96 h	1
LINCSKD_6128	PSAP	CGS001-5660	A549	96 h	1
LINCSKD_6129	PSAT1	CGS001-29968	A549	96 h	1
LINCSKD_6130	PSEN1	CGS001-5663	A549	96 h	1
LINCSKD_6131	PSEN2	CGS001-5664	A549	96 h	1
LINCSKD_6132	PSIP1	CGS001-11168	A549	96 h	1
LINCSKD_6133	PSMA1	CGS001-5682	A549	96 h	1
LINCSKD_6134	PSMA3	CGS001-5684	A549	96 h	1
LINCSKD_6135	PSMA5	CGS001-5686	A549	96 h	1
LINCSKD_6136	PSMA7	CGS001-5688	A549	96 h	1
LINCSKD_6137	PSMA8	CGS001-143471	A549	96 h	1
LINCSKD_6138	PSMB10	CGS001-5699	A549	96 h	1
LINCSKD_6139	PSMB1	CGS001-5689	A549	96 h	1
LINCSKD_6140	PSMB2	CGS001-5690	A549	96 h	1
LINCSKD_6141	PSMB5	CGS001-5693	A549	96 h	1
LINCSKD_6142	PSMB7	CGS001-5695	A549	96 h	1
LINCSKD_6143	PSMB8	CGS001-5696	A549	96 h	1
LINCSKD_6144	PSMB9	CGS001-5698	A549	96 h	1
LINCSKD_6145	PSMD10	CGS001-5716	A549	96 h	1
LINCSKD_6146	PSMD1	CGS001-5707	A549	96 h	1
LINCSKD_6147	PSMD2	CGS001-5708	A549	96 h	1
LINCSKD_6148	PSMD3	CGS001-5709	A549	96 h	1
LINCSKD_6149	PSMD4	CGS001-5710	A549	96 h	1
LINCSKD_6150	PSMD5	CGS001-5711	A549	96 h	1
LINCSKD_6151	PSMD8	CGS001-5714	A549	96 h	1
LINCSKD_6152	PSMD9	CGS001-5715	A549	96 h	1
LINCSKD_6153	PSME1	CGS001-5720	A549	96 h	1
LINCSKD_6154	PSME2	CGS001-5721	A549	96 h	1
LINCSKD_6155	PSMF1	CGS001-9491	A549	96 h	1
LINCSKD_6156	PSMG1	CGS001-8624	A549	96 h	1
LINCSKD_6157	PSPH	CGS001-5723	A549	96 h	1
LINCSKD_6158	PSRC1	CGS001-84722	A549	96 h	1
LINCSKD_6159	PTCH1	CGS001-5727	A549	96 h	1
LINCSKD_6160	PTDSS1	CGS001-9791	A549	96 h	1
LINCSKD_6161	PTEN	CGS001-5728	A549	96 h	1
LINCSKD_6162	PTF1A	CGS001-256297	A549	96 h	1
LINCSKD_6163	PTGER4	CGS001-5734	A549	96 h	1
LINCSKD_6164	PTGR1	CGS001-22949	A549	96 h	1
LINCSKD_6165	PTGS2	CGS001-5743	A549	96 h	1
LINCSKD_6166	PTHLH	CGS001-5744	A549	96 h	1
LINCSKD_6167	PTK2	CGS001-5747	A549	96 h	1
LINCSKD_6168	PTK7	CGS001-5754	A549	96 h	1
LINCSKD_6169	PTMS	CGS001-5763	A549	96 h	1
LINCSKD_6170	PTP4A1	CGS001-7803	A549	96 h	1
LINCSKD_6171	PTPLA	CGS001-9200	A549	96 h	1
LINCSKD_6172	PTPLAD1	CGS001-51495	A549	96 h	1
LINCSKD_6173	PTPN1	CGS001-5770	A549	96 h	1
LINCSKD_6174	PTPN11	CGS001-5781	A549	96 h	1
LINCSKD_6175	PTPN12	CGS001-5782	A549	96 h	1
LINCSKD_6176	PTPN2	CGS001-5771	A549	96 h	1
LINCSKD_6177	PTPN22	CGS001-26191	A549	96 h	1
LINCSKD_6178	PTPN4	CGS001-5775	A549	96 h	1
LINCSKD_6179	PTPN6	CGS001-5777	A549	96 h	1
LINCSKD_6180	PTPRF	CGS001-5792	A549	96 h	1
LINCSKD_6181	PTPRG	CGS001-5793	A549	96 h	1
LINCSKD_6182	PTPRK	CGS001-5796	A549	96 h	1
LINCSKD_6183	PTRF	CGS001-284119	A549	96 h	1
LINCSKD_6184	PTS	CGS001-5805	A549	96 h	1
LINCSKD_6185	PTTG1	CGS001-9232	A549	96 h	1
LINCSKD_6186	PUF60	CGS001-22827	A549	96 h	1
LINCSKD_6187	PUM2	CGS001-23369	A549	96 h	1
LINCSKD_6188	PURA	CGS001-5813	A549	96 h	1
LINCSKD_6189	PUS10	CGS001-150962	A549	96 h	1
LINCSKD_6190	PUS7L	CGS001-83448	A549	96 h	1
LINCSKD_6191	PVR	CGS001-5817	A549	96 h	1
LINCSKD_6192	PVRL2	CGS001-5819	A549	96 h	1
